SL,Text,Category,Polarity
199,"সৌভাগ্যবশত আমরা BBQ সালমন, সাগর বাস এবং ক্রিস্পি ডক জন্য ঘর সংরক্ষিত।",food,positive
200,"হ্যাঁ, তারা চকচকে উপাদানগুলি ব্যবহার করে, কিন্তু কল্পনাপ্রসূত উপাদানগুলি ভাল পিৎজা না করলেও কেউ জানে না যে কীভাবে বিপরীত ডান পেতে হয়।",food,negative
201,"বাইরের দিকে তাকিয়ে, এক দেয়ালের এই গর্তে প্রবেশ করতে দ্বিধা করবে (সত্যিই, এটা কি তা)।",ambience,negative
202,এবং হ্যাঁ ডাল বুখারার তাই বাঁধ ভাল এবং তাই হয় সমস্ত ক্বাব।,food,positive
203,আমি অপেক্ষায় আছি এখানে আবার খেতে ,anecdotes/miscellaneous,positive
204,আমি একটি শিশু হিসাবে এখানে এসেছি এবং সবসময় স্বাদের জন্য ফিরে আসা।,food,positive
205,Tuk Tuk যারা আরামদায়ক আশপাশ জয়েন্টগুলোতে এক যেখানে আপনি জানেন যে আপনি একটি ন্যায্য মূল্যে একটি ভাল খাবার সবসময় থাকবে।,food,positive
206,Tuk Tuk যারা আরামদায়ক আশপাশ জয়েন্টগুলোতে এক যেখানে আপনি জানেন যে আপনি একটি ন্যায্য মূল্যে একটি ভাল খাবার সবসময় থাকবে।,ambience,positive
207,Tuk Tuk যারা আরামদায়ক আশপাশ জয়েন্টগুলোতে এক যেখানে আপনি জানেন যে আপনি একটি ন্যায্য মূল্যে একটি ভাল খাবার সবসময় থাকবে।,price,positive
208,"মশেল সবকিছু খুশি,লিপিং লিজার একটি গ্লাস, প্রসেসর একটি গ্লাস, এবং ।",food,positive
209,"খাদ্য গড় ছিল এবং creme brulee ছিল ভয়াবহ - চিনি জটানো ছিল না, caramelized এবং কেবিনের গন্ধ না।",food,negative
210,খাদ্যে সবসময় তাজা স্বাদ এবং তাত্ক্ষণিকভাবে পরিবেশিত।,food,positive
211,খাদ্যে সবসময় তাজা স্বাদ এবং তাত্ক্ষণিকভাবে পরিবেশিত।,service,positive
212,আমি জানি যে আমি কাছাকাছি বাস করছি।,anecdotes/miscellaneous,neutral
213,এখানে পিজা সুস্বাদু,food,positive
214,আমার পরিবার সম্পূর্ণ  ভয়াবহ ছিল।,anecdotes/miscellaneous,negative
215,মাসিক ভিত্তিতে আমি ও আমার বন্ধুরা একসঙ্গে একটি মেয়েকে রাতে নিয়ে গিয়েছিলাম,anecdotes/miscellaneous,neutral
216,আমি  তাদের প্রায়ই  আদেশ করতাম ডেলিভারি সবসময় দ্রুত আমার পিজা এবং রসুন নট ভাল,food,positive
217,আমি  তাদের প্রায়ই  আদেশ করতাম ডেলিভারি সবসময় দ্রুত আমার পিজা এবং রসুন নট ভাল,service,positive
218,"শুধুমাত্র একটি ব্লক দূরে আছে কাছাকাছি গ্রেট চীনা খাদ্যে জন্য, উনি উ লিয়াং ইয় এবং গ্র্যান্ড সিচুয়ান ।",food,positive
219,কেউ কেউ সেবা সম্পর্কে মারে এর কথা বলে ।,service,neutral
220,"একটি রেস্টুরেন্ট, খাবার সবচেয়ে গুরুত্বপূর্ণ অংশ সম্পর্কে ভুলে গেছে এই জায়গাটি সত্যিই ট্রেন্ডি ",food,negative
