Text,Polarity
কন্ট্রোল ইউনিটে সংগৃহীত ভোট কোনভাবেই নষ্ট হবে না ,positive
ইল্ট্রেনিক ভোটিং মেশিনে এ ধরনের কোন ঘটনা ঘটার সম্ভাবনা নেই,positive
অপ্রয়োজনীয় ফাইলের আধিক্যে কম্পিউটারের গতি অনেক সময়ই কমে যায় ,negative
ইন্টারনেট ব্যবহারের ফলে কম্পিউটারে যেসব অপ্রয়োজনীয় ফাইল তৈরি হয়ে গতি কমিয়ে দেয়,negative
ক্ষতবিক্ষত করা হয়েছে,negative
আপসোস ছাড়া আর কিছুই নিয়ে আসতে পারিনি,negative
প্রতিষ্ঠানগুলোর ওপর নেতিবাচক প্রভাব পড়বে ,negative
এইচটিসির বিরুদ্ধে মামলা করায় অনেকে আশঙ্কা করছে,negative
মুদ্রাস্ফীতির কারণে সম্প্রতি শাভেজের জনপ্রিয়তা কমছে ,negative
মুদ্রাস্ফীতির কারণে সম্প্রতি শাভেজের জনপ্রিয়তা কমছে ,negative
প্রথমবার যে ভোটটি দিয়েছেন শুধু সেটিই গৃহীত হবে,positive
স্বচ্ছতা ও জবাবদিহিতা তৈরি করাও এ প্রযুক্তি ব্যবহারের অন্যতম কারণ ,positive
সুষ্ঠু ও সঠিক বাস্তবায়নের মাধ্যমেই কেবল প্রযুক্তির সুফল পাওয়া সম্ভব ,positive
বাংলাদেশীদের হতাশার দিন শেষ হতে চলেছে ,positive
পেপ্যাল তাদের কার্যক্রম শুরু করবে,positive
আরো বেশি বৈদেশিক মুদ্রা অর্জিত হবে ,positive
আমাদের তরুন প্রজন্ম সেই অভিশাপ থেকে মুক্তি পাবে ,positive
যেভাবে ভালো হয় সেটাই করা উচিত ,positive
বাংলাদেশের সম্ভাবনাময় প্রযুক্তিখাতের প্রশংসা করেন ,positive
সস্তা মালের দাম কম হয় ,positive
তাদের কাছে কৃতজ্ঞ,positive
জায়গাটা বেশি সুন্দর,positive
যেভাবে ভালো হয় সেটাই করা উচিত ,positive
যন্ত্রাংশ নিয়ে এবারের মেলা শুরু থেকেই ছিলো জমজমাট,positive
বিশ্বের অন্যতম দ্রুত যোগাযোগ মাধ্যম ,positive
ল্যাপটপ গুরুত্বপূর্ণ ভূমিকা পালন করবে,positive
নিজস্ব প্রযুক্তির ব্যবহারে প্রতিষ্ঠানের উত্পাদনও বেড়ে যাবে,positive
কিছুক্ষণ পর আরেকজন সাংবাদিকও তাঁর ইমেইল খুলতে পারেননি ,negative
